Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
GPA.3366-2616-1868-60706,"Jan 2, 2019",12:27:13 AM PST,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,beckham,MX,,58277,MXN,24.00,1.000000,MXN,24.00
GPA.3366-2616-1868-60706,"Jan 2, 2019",12:27:13 AM PST,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,beckham,MX,,58277,MXN,-7.20,1.000000,MXN,-7.20
GPA.3350-4348-2730-00011,"Jan 2, 2019",12:28:16 AM PST,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,beckham,MX,,58277,MXN,24.00,1.000000,MXN,24.00
GPA.3350-4348-2730-00011,"Jan 2, 2019",12:28:16 AM PST,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,beckham,MX,,58277,MXN,-7.20,1.000000,MXN,-7.20
GPA.3335-2009-0838-32897,"Jan 3, 2019",1:50:25 PM PST,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,my70,MX,,07700,MXN,24.00,1.000000,MXN,24.00
GPA.3335-2009-0838-32897,"Jan 3, 2019",1:50:25 PM PST,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,my70,MX,,07700,MXN,-7.20,1.000000,MXN,-7.20
GPA.3379-7094-8082-13859,"Jan 4, 2019",10:34:15 AM PST,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,namath,MX,,06450,MXN,24.00,1.000000,MXN,24.00
GPA.3379-7094-8082-13859,"Jan 4, 2019",10:34:15 AM PST,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,namath,MX,,06450,MXN,-7.20,1.000000,MXN,-7.20
GPA.3359-1461-5629-37271,"Jan 4, 2019",10:35:24 AM PST,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,namath,MX,,06450,MXN,24.00,1.000000,MXN,24.00
GPA.3359-1461-5629-37271,"Jan 4, 2019",10:35:24 AM PST,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,namath,MX,,06450,MXN,-7.20,1.000000,MXN,-7.20
GPA.3331-4844-5279-64960,"Jan 5, 2019",10:16:24 AM PST,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWFLA-H,MX,,96380,MXN,24.00,1.000000,MXN,24.00
GPA.3331-4844-5279-64960,"Jan 5, 2019",10:16:24 AM PST,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWFLA-H,MX,,96380,MXN,-7.20,1.000000,MXN,-7.20
GPA.3307-0924-4534-97655,"Jan 6, 2019",5:56:18 PM PST,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,heroqlteusc,MX,,21165,MXN,24.00,1.000000,MXN,24.00
GPA.3307-0924-4534-97655,"Jan 6, 2019",5:56:18 PM PST,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,heroqlteusc,MX,,21165,MXN,-7.20,1.000000,MXN,-7.20
GPA.3397-8402-7397-29837,"Jan 7, 2019",11:10:43 AM PST,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,titan_umts,MX,,90830,MXN,24.00,1.000000,MXN,24.00
