Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
GPA.3317-1868-1336-88944,"May 3, 2018",9:46:33 AM PDT,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,HWPRA-H,MX,,50810,MXN,22.00,1.000000,MXN,22.00
GPA.3317-1868-1336-88944,"May 3, 2018",9:46:33 AM PDT,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,HWPRA-H,MX,,50810,MXN,-6.60,1.000000,MXN,-6.60
GPA.3325-7451-1609-91516,"May 3, 2018",11:12:23 AM PDT,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,G8341,MX,CHIS,29066,MXN,22.00,1.000000,MXN,22.00
GPA.3325-7451-1609-91516,"May 3, 2018",11:12:23 AM PDT,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,G8341,MX,CHIS,29066,MXN,-6.60,1.000000,MXN,-6.60
GPA.3381-0853-0981-98526,"May 3, 2018",11:13:46 AM PDT,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,G8341,MX,CHIS,29066,MXN,22.00,1.000000,MXN,22.00
GPA.3381-0853-0981-98526,"May 3, 2018",11:13:46 AM PDT,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,G8341,MX,CHIS,29066,MXN,-6.60,1.000000,MXN,-6.60
GPA.3357-9537-0483-76396,"May 3, 2018",6:21:02 PM PDT,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,ZTE_Blade_V580,MX,,56530,MXN,22.00,1.000000,MXN,22.00
GPA.3357-9537-0483-76396,"May 3, 2018",6:21:02 PM PDT,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,ZTE_Blade_V580,MX,,56530,MXN,-6.60,1.000000,MXN,-6.60
GPA.3381-5203-9784-04458,"May 6, 2018",4:24:01 PM PDT,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,mh,MX,,50470,MXN,22.00,1.000000,MXN,22.00
GPA.3381-5203-9784-04458,"May 6, 2018",4:24:01 PM PDT,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,mh,MX,,50470,MXN,-6.60,1.000000,MXN,-6.60
GPA.3360-7385-7027-07162,"May 8, 2018",3:51:40 PM PDT,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,htc_a17uhl,MX,,52159,MXN,22.00,1.000000,MXN,22.00
GPA.3360-7385-7027-07162,"May 8, 2018",3:51:40 PM PDT,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,htc_a17uhl,MX,,52159,MXN,-6.60,1.000000,MXN,-6.60
GPA.3391-3760-2461-75767,"May 9, 2018",11:07:43 AM PDT,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,klte,MX,,39060,MXN,22.00,1.000000,MXN,22.00
GPA.3391-3760-2461-75767,"May 9, 2018",11:07:43 AM PDT,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,klte,MX,,39060,MXN,-6.60,1.000000,MXN,-6.60
GPA.3334-1783-5306-61393,"May 9, 2018",11:21:26 AM PDT,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,klte,MX,,39060,MXN,22.00,1.000000,MXN,22.00
GPA.3334-1783-5306-61393,"May 9, 2018",11:21:26 AM PDT,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,klte,MX,,39060,MXN,-6.60,1.000000,MXN,-6.60
GPA.3397-8980-8730-00675,"May 9, 2018",11:22:05 AM PDT,,Charge,,Diseño de columnas circulares NTC - DF 2004,com.ingenieriacivilmexico.luiscantero.disenodecolumnascircularesmexico,0,,klte,MX,,39060,MXN,22.00,1.000000,MXN,22.00
