Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
GPA.3384-0491-6831-03710,"Nov 3, 2020",9:05:29 PM PST,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,hero2lte,MX,,42034,MXN,48.00,1.000000,MXN,48.00
GPA.3384-0491-6831-03710,"Nov 3, 2020",9:05:29 PM PST,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,hero2lte,MX,,42034,MXN,-14.40,1.000000,MXN,-14.40
GPA.3384-0491-6831-03710,"Nov 3, 2020",9:05:29 PM PST,Mexico VAT,Tax,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,hero2lte,MX,,42034,MXN,-2.30,1.000000,MXN,-2.30
GPA.3341-0164-7249-68062,"Nov 3, 2020",9:06:34 PM PST,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,hero2lte,MX,,42034,MXN,48.00,1.000000,MXN,48.00
GPA.3341-0164-7249-68062,"Nov 3, 2020",9:06:34 PM PST,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,hero2lte,MX,,42034,MXN,-14.40,1.000000,MXN,-14.40
GPA.3341-0164-7249-68062,"Nov 3, 2020",9:06:34 PM PST,Mexico VAT,Tax,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,hero2lte,MX,,42034,MXN,-2.30,1.000000,MXN,-2.30
GPA.3387-7220-5063-61136,"Nov 3, 2020",9:07:10 PM PST,,Charge,,Diseño de columnas circulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnascircularesmexico,0,,hero2lte,MX,,42034,MXN,48.00,1.000000,MXN,48.00
GPA.3387-7220-5063-61136,"Nov 3, 2020",9:07:10 PM PST,,Google fee,,Diseño de columnas circulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnascircularesmexico,0,,hero2lte,MX,,42034,MXN,-14.40,1.000000,MXN,-14.40
GPA.3387-7220-5063-61136,"Nov 3, 2020",9:07:10 PM PST,Mexico VAT,Tax,,Diseño de columnas circulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnascircularesmexico,0,,hero2lte,MX,,42034,MXN,-2.31,1.000000,MXN,-2.31
GPA.3391-2115-3315-57406,"Nov 7, 2020",4:04:38 AM PST,,Charge,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,deen_sprout,MX,,52440,MXN,48.00,1.000000,MXN,48.00
GPA.3391-2115-3315-57406,"Nov 7, 2020",4:04:38 AM PST,,Google fee,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,deen_sprout,MX,,52440,MXN,-14.40,1.000000,MXN,-14.40
GPA.3391-2115-3315-57406,"Nov 7, 2020",4:04:38 AM PST,Mexico VAT,Tax,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,deen_sprout,MX,,52440,MXN,-2.31,1.000000,MXN,-2.31
GPA.3378-7079-7089-84053,"Nov 9, 2020",12:19:38 PM PST,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,lavender,MX,,97246,MXN,48.00,1.000000,MXN,48.00
GPA.3378-7079-7089-84053,"Nov 9, 2020",12:19:38 PM PST,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,lavender,MX,,97246,MXN,-14.40,1.000000,MXN,-14.40
GPA.3378-7079-7089-84053,"Nov 9, 2020",12:19:38 PM PST,Mexico VAT,Tax,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,lavender,MX,,97246,MXN,-2.30,1.000000,MXN,-2.30
GPA.3363-3939-7807-77638,"Nov 10, 2020",10:43:10 AM PST,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,a31,MX,CDMX,02080,MXN,48.00,1.000000,MXN,48.00
GPA.3363-3939-7807-77638,"Nov 10, 2020",10:43:10 AM PST,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,a31,MX,CDMX,02080,MXN,-14.40,1.000000,MXN,-14.40
GPA.3363-3939-7807-77638,"Nov 10, 2020",10:43:10 AM PST,Mexico VAT,Tax,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,a31,MX,CDMX,02080,MXN,-2.30,1.000000,MXN,-2.30
GPA.3395-3121-6408-17798,"Nov 11, 2020",10:17:41 AM PST,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,lancelot,MX,,75760,MXN,48.00,1.000000,MXN,48.00
GPA.3395-3121-6408-17798,"Nov 11, 2020",10:17:41 AM PST,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,lancelot,MX,,75760,MXN,-14.40,1.000000,MXN,-14.40
GPA.3395-3121-6408-17798,"Nov 11, 2020",10:17:41 AM PST,Mexico VAT,Tax,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,lancelot,MX,,75760,MXN,-2.31,1.000000,MXN,-2.31
GPA.3329-3831-5720-19329,"Nov 12, 2020",4:31:57 AM PST,,Charge,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,a50,MX,,45200,MXN,48.00,1.000000,MXN,48.00
GPA.3329-3831-5720-19329,"Nov 12, 2020",4:31:57 AM PST,,Google fee,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,a50,MX,,45200,MXN,-14.40,1.000000,MXN,-14.40
GPA.3329-3831-5720-19329,"Nov 12, 2020",4:31:57 AM PST,Mexico VAT,Tax,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,a50,MX,,45200,MXN,-2.30,1.000000,MXN,-2.30
GPA.3336-9716-7310-26925,"Nov 12, 2020",1:21:40 PM PST,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,umi,MX,,16600,MXN,48.00,1.000000,MXN,48.00
GPA.3336-9716-7310-26925,"Nov 12, 2020",1:21:40 PM PST,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,umi,MX,,16600,MXN,-14.40,1.000000,MXN,-14.40
GPA.3336-9716-7310-26925,"Nov 12, 2020",1:21:40 PM PST,Mexico VAT,Tax,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,umi,MX,,16600,MXN,-2.31,1.000000,MXN,-2.31
GPA.3319-9756-4308-53356,"Nov 12, 2020",7:14:04 PM PST,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWANE,MX,,38140,MXN,48.00,1.000000,MXN,48.00
GPA.3319-9756-4308-53356,"Nov 12, 2020",7:14:04 PM PST,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWANE,MX,,38140,MXN,-14.40,1.000000,MXN,-14.40
GPA.3319-9756-4308-53356,"Nov 12, 2020",7:14:04 PM PST,Mexico VAT,Tax,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWANE,MX,,38140,MXN,-2.30,1.000000,MXN,-2.30
GPA.3319-9756-4308-53356,"Nov 12, 2020",7:16:11 PM PST,,Charge refund,Full,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWANE,MX,,38140,MXN,-48.00,1.000000,MXN,-48.00
GPA.3319-9756-4308-53356,"Nov 12, 2020",7:16:11 PM PST,,Google fee refund,Full,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWANE,MX,,38140,MXN,14.40,1.000000,MXN,14.40
GPA.3319-9756-4308-53356,"Nov 12, 2020",7:16:11 PM PST,Mexico VAT,Tax refund,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWANE,MX,,38140,MXN,2.30,1.000000,MXN,2.30
GPA.3340-8001-9225-29601,"Nov 12, 2020",7:17:19 PM PST,,Charge,,Diseño de columnas circulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnascircularesmexico,0,,HWANE,MX,,38140,MXN,48.00,1.000000,MXN,48.00
GPA.3340-8001-9225-29601,"Nov 12, 2020",7:17:19 PM PST,,Google fee,,Diseño de columnas circulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnascircularesmexico,0,,HWANE,MX,,38140,MXN,-14.40,1.000000,MXN,-14.40
GPA.3340-8001-9225-29601,"Nov 12, 2020",7:17:19 PM PST,Mexico VAT,Tax,,Diseño de columnas circulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnascircularesmexico,0,,HWANE,MX,,38140,MXN,-2.30,1.000000,MXN,-2.30
GPA.3301-0826-1290-32347,"Nov 12, 2020",7:19:53 PM PST,,Charge,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,HWANE,MX,,38140,MXN,48.00,1.000000,MXN,48.00
GPA.3301-0826-1290-32347,"Nov 12, 2020",7:19:53 PM PST,,Google fee,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,HWANE,MX,,38140,MXN,-14.40,1.000000,MXN,-14.40
GPA.3301-0826-1290-32347,"Nov 12, 2020",7:19:53 PM PST,Mexico VAT,Tax,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,HWANE,MX,,38140,MXN,-2.30,1.000000,MXN,-2.30
GPA.3398-4337-0771-21354,"Nov 16, 2020",11:30:22 AM PST,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWJKM-H,MX,,04700,MXN,48.00,1.000000,MXN,48.00
GPA.3398-4337-0771-21354,"Nov 16, 2020",11:30:22 AM PST,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWJKM-H,MX,,04700,MXN,-14.40,1.000000,MXN,-14.40
GPA.3398-4337-0771-21354,"Nov 16, 2020",11:30:22 AM PST,Mexico VAT,Tax,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWJKM-H,MX,,04700,MXN,-2.30,1.000000,MXN,-2.30
GPA.3305-3168-0202-67072,"Nov 16, 2020",11:40:00 AM PST,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,HWJKM-H,MX,,04700,MXN,48.00,1.000000,MXN,48.00
