Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan ID,Offer ID
GPA.3390-3559-5851-79027,"Jan 6, 2022",9:22:32 AM PST,,Charge,,Column design ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.columndesignaci318_19,0,,malta,HN,ATLANTIDA,31101,USD,4.84,20.512000,MXN,99.28,,
GPA.3390-3559-5851-79027,"Jan 6, 2022",9:22:32 AM PST,,Google fee,,Column design ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.columndesignaci318_19,0,,malta,HN,ATLANTIDA,31101,USD,-0.73,20.512000,MXN,-14.97,,
GPA.3390-3559-5851-79027,"Jan 6, 2022",9:22:32 AM PST,Mexico VAT,Tax,,Column design ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.columndesignaci318_19,0,,malta,HN,ATLANTIDA,31101,MXN,-2.40,1.000000,MXN,-2.40,,
GPA.3340-0146-2709-26110,"Jan 6, 2022",10:22:54 AM PST,,Charge,,Diseño de columnas ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.disenodecolumnasaci318_19,0,,malta,HN,ATLANTIDA,31101,USD,4.83,20.441000,MXN,98.73,,
GPA.3340-0146-2709-26110,"Jan 6, 2022",10:22:54 AM PST,,Google fee,,Diseño de columnas ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.disenodecolumnasaci318_19,0,,malta,HN,ATLANTIDA,31101,USD,-0.72,20.441000,MXN,-14.72,,
GPA.3340-0146-2709-26110,"Jan 6, 2022",10:22:54 AM PST,Mexico VAT,Tax,,Diseño de columnas ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.disenodecolumnasaci318_19,0,,malta,HN,ATLANTIDA,31101,MXN,-2.35,1.000000,MXN,-2.35,,
GPA.3396-6602-4565-39471,"Jan 6, 2022",10:29:18 AM PST,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,malta,HN,ATLANTIDA,31101,USD,4.82,20.441000,MXN,98.53,,
GPA.3396-6602-4565-39471,"Jan 6, 2022",10:29:18 AM PST,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,malta,HN,ATLANTIDA,31101,USD,-0.72,20.441000,MXN,-14.72,,
GPA.3396-6602-4565-39471,"Jan 6, 2022",10:29:18 AM PST,Mexico VAT,Tax,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,malta,HN,ATLANTIDA,31101,MXN,-2.36,1.000000,MXN,-2.36,,
GPA.3354-0137-4887-67376,"Jan 6, 2022",10:35:33 AM PST,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,malta,HN,ATLANTIDA,31101,USD,4.77,20.441000,MXN,97.50,,
GPA.3354-0137-4887-67376,"Jan 6, 2022",10:35:33 AM PST,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,malta,HN,ATLANTIDA,31101,USD,-0.72,20.441000,MXN,-14.72,,
GPA.3354-0137-4887-67376,"Jan 6, 2022",10:35:33 AM PST,Mexico VAT,Tax,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,malta,HN,ATLANTIDA,31101,MXN,-2.35,1.000000,MXN,-2.35,,
GPA.3379-1278-9596-65915,"Jan 14, 2022",10:59:00 AM PST,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,lake_n,MX,,91643,MXN,99.00,1.000000,MXN,99.00,,
GPA.3379-1278-9596-65915,"Jan 14, 2022",10:59:00 AM PST,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,lake_n,MX,,91643,MXN,-14.85,1.000000,MXN,-14.85,,
