Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
GPA.3361-8683-6410-15565,"Jan 2, 2020",9:04:59 AM PST,,Charge,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,a30,MX,,37230,MXN,35.00,1.000000,MXN,35.00
GPA.3361-8683-6410-15565,"Jan 2, 2020",9:04:59 AM PST,,Google fee,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,a30,MX,,37230,MXN,-10.50,1.000000,MXN,-10.50
GPA.3312-9525-3955-23777,"Jan 3, 2020",11:52:26 PM PST,,Charge,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,ysl,MX,MÉX.,57610,MXN,35.00,1.000000,MXN,35.00
GPA.3312-9525-3955-23777,"Jan 3, 2020",11:52:26 PM PST,,Google fee,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,ysl,MX,MÉX.,57610,MXN,-10.50,1.000000,MXN,-10.50
GPA.3302-6066-7663-85261,"Jan 6, 2020",6:52:45 PM PST,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,baffinlite,MX,,66555,MXN,36.00,1.000000,MXN,36.00
GPA.3302-6066-7663-85261,"Jan 6, 2020",6:52:45 PM PST,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,baffinlite,MX,,66555,MXN,-10.80,1.000000,MXN,-10.80
GPA.3370-8452-2851-72779,"Jan 7, 2020",5:25:22 AM PST,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,d2s,MX,MÉX.,53101,MXN,36.00,1.000000,MXN,36.00
GPA.3370-8452-2851-72779,"Jan 7, 2020",5:25:22 AM PST,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,d2s,MX,MÉX.,53101,MXN,-10.80,1.000000,MXN,-10.80
GPA.3319-2870-3122-45096,"Jan 7, 2020",5:25:50 AM PST,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,d2s,MX,MÉX.,53101,MXN,36.00,1.000000,MXN,36.00
GPA.3319-2870-3122-45096,"Jan 7, 2020",5:25:50 AM PST,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,d2s,MX,MÉX.,53101,MXN,-10.80,1.000000,MXN,-10.80
GPA.3368-7762-7889-33964,"Jan 8, 2020",3:22:41 PM PST,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,jasmine_sprout,MX,MÉX.,54740,MXN,36.00,1.000000,MXN,36.00
GPA.3368-7762-7889-33964,"Jan 8, 2020",3:22:41 PM PST,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,jasmine_sprout,MX,MÉX.,54740,MXN,-10.80,1.000000,MXN,-10.80
GPA.3330-2425-8683-63378,"Jan 11, 2020",5:41:47 PM PST,,Charge,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,HWSLA-Q,MX,,75760,MXN,35.00,1.000000,MXN,35.00
GPA.3330-2425-8683-63378,"Jan 11, 2020",5:41:47 PM PST,,Google fee,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,HWSLA-Q,MX,,75760,MXN,-10.50,1.000000,MXN,-10.50
GPA.3307-2706-0424-32845,"Jan 16, 2020",7:04:19 AM PST,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,mh,PY,,1476,PYG,10000.00,0.002882,MXN,28.82
GPA.3307-2706-0424-32845,"Jan 16, 2020",7:04:19 AM PST,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,mh,PY,,1476,PYG,-3000.00,0.002882,MXN,-8.65
GPA.3322-4996-0186-53242,"Jan 16, 2020",2:43:57 PM PST,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,HWHMA,MX,,68040,MXN,36.00,1.000000,MXN,36.00
GPA.3322-4996-0186-53242,"Jan 16, 2020",2:43:57 PM PST,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,HWHMA,MX,,68040,MXN,-10.80,1.000000,MXN,-10.80
GPA.3385-9316-4681-55226,"Jan 16, 2020",2:56:24 PM PST,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,potter_n,MX,,42670,MXN,36.00,1.000000,MXN,36.00
GPA.3385-9316-4681-55226,"Jan 16, 2020",2:56:24 PM PST,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,potter_n,MX,,42670,MXN,-10.80,1.000000,MXN,-10.80
GPA.3327-3359-1884-99330,"Jan 16, 2020",3:20:42 PM PST,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWHMA,MX,,68040,MXN,36.00,1.000000,MXN,36.00
GPA.3327-3359-1884-99330,"Jan 16, 2020",3:20:42 PM PST,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWHMA,MX,,68040,MXN,-10.80,1.000000,MXN,-10.80
GPA.3308-9630-9524-24453,"Jan 17, 2020",3:25:18 PM PST,,Charge,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,PB2PRO,MX,,76180,MXN,35.00,1.000000,MXN,35.00
GPA.3308-9630-9524-24453,"Jan 17, 2020",3:25:18 PM PST,,Google fee,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,PB2PRO,MX,,76180,MXN,-10.50,1.000000,MXN,-10.50
GPA.3333-3521-8725-23358,"Jan 21, 2020",9:57:07 PM PST,,Charge,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,HWMAR,MX,GTO.,37530,MXN,35.00,1.000000,MXN,35.00
GPA.3333-3521-8725-23358,"Jan 21, 2020",9:57:07 PM PST,,Google fee,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,HWMAR,MX,GTO.,37530,MXN,-10.50,1.000000,MXN,-10.50
GPA.3388-4306-6383-34925,"Jan 22, 2020",3:56:00 PM PST,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,Ilium_X520,MX,,30430,MXN,36.00,1.000000,MXN,36.00
GPA.3388-4306-6383-34925,"Jan 22, 2020",3:56:00 PM PST,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,Ilium_X520,MX,,30430,MXN,-10.80,1.000000,MXN,-10.80
GPA.3368-4290-0749-54508,"Jan 23, 2020",4:55:10 AM PST,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWMAR,MX,,14439,MXN,36.00,1.000000,MXN,36.00
GPA.3368-4290-0749-54508,"Jan 23, 2020",4:55:10 AM PST,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWMAR,MX,,14439,MXN,-10.80,1.000000,MXN,-10.80
GPA.3318-9000-8283-48085,"Jan 26, 2020",3:33:12 AM PST,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,d2s,MX,PUE.,72810,MXN,36.00,1.000000,MXN,36.00
GPA.3318-9000-8283-48085,"Jan 26, 2020",3:33:12 AM PST,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,d2s,MX,PUE.,72810,MXN,-10.80,1.000000,MXN,-10.80
GPA.3374-1609-5658-95221,"Jan 28, 2020",12:00:51 PM PST,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,HWANE,MX,,11300,MXN,36.00,1.000000,MXN,36.00
GPA.3374-1609-5658-95221,"Jan 28, 2020",12:00:51 PM PST,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,HWANE,MX,,11300,MXN,-10.80,1.000000,MXN,-10.80
GPA.3337-9016-4742-46205,"Jan 28, 2020",12:01:19 PM PST,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWANE,MX,,11300,MXN,36.00,1.000000,MXN,36.00
GPA.3337-9016-4742-46205,"Jan 28, 2020",12:01:19 PM PST,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWANE,MX,,11300,MXN,-10.80,1.000000,MXN,-10.80
GPA.3374-1609-5658-95221,"Jan 28, 2020",12:10:54 PM PST,,Charge refund,Full,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,HWANE,MX,,11300,MXN,-36.00,1.000000,MXN,-36.00
GPA.3374-1609-5658-95221,"Jan 28, 2020",12:10:54 PM PST,,Google fee refund,Full,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,HWANE,MX,,11300,MXN,10.80,1.000000,MXN,10.80
GPA.3337-9016-4742-46205,"Jan 28, 2020",12:14:59 PM PST,,Charge refund,Full,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWANE,MX,,11300,MXN,-36.00,1.000000,MXN,-36.00
GPA.3337-9016-4742-46205,"Jan 28, 2020",12:14:59 PM PST,,Google fee refund,Full,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWANE,MX,,11300,MXN,10.80,1.000000,MXN,10.80
GPA.3365-3606-7796-18887,"Jan 29, 2020",6:31:22 PM PST,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWVOG,MX,,45880,MXN,36.00,1.000000,MXN,36.00
GPA.3365-3606-7796-18887,"Jan 29, 2020",6:31:22 PM PST,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWVOG,MX,,45880,MXN,-10.80,1.000000,MXN,-10.80
GPA.3385-5647-1051-18450,"Jan 30, 2020",3:53:29 PM PST,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,potter_n,MX,,42670,MXN,36.00,1.000000,MXN,36.00
GPA.3385-5647-1051-18450,"Jan 30, 2020",3:53:29 PM PST,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,potter_n,MX,,42670,MXN,-10.80,1.000000,MXN,-10.80
GPA.3319-7994-7161-86821,"Jan 30, 2020",3:54:37 PM PST,,Charge,,Diseño de columnas circulares NTC - DF 2004,com.ingenieriacivilmexico.luiscantero.disenodecolumnascircularesmexico,0,,potter_n,MX,,42670,MXN,36.00,1.000000,MXN,36.00
GPA.3319-7994-7161-86821,"Jan 30, 2020",3:54:37 PM PST,,Google fee,,Diseño de columnas circulares NTC - DF 2004,com.ingenieriacivilmexico.luiscantero.disenodecolumnascircularesmexico,0,,potter_n,MX,,42670,MXN,-10.80,1.000000,MXN,-10.80
GPA.3336-3923-7435-41478,"Jan 31, 2020",9:48:23 PM PST,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,panell_s,MX,,53215,MXN,36.00,1.000000,MXN,36.00
GPA.3336-3923-7435-41478,"Jan 31, 2020",9:48:23 PM PST,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,panell_s,MX,,53215,MXN,-10.80,1.000000,MXN,-10.80
GPA.3389-0267-1736-11235,"Jan 31, 2020",9:48:55 PM PST,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,panell_s,MX,,53215,MXN,36.00,1.000000,MXN,36.00
GPA.3389-0267-1736-11235,"Jan 31, 2020",9:48:55 PM PST,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,panell_s,MX,,53215,MXN,-10.80,1.000000,MXN,-10.80
