Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan ID,Offer ID,Group ID,First USD 1M Eligible,Service Fee %,Fee Description
GPA.3382-7285-4658-99214,"May 1, 2022",8:22:41 PM PDT,,Charge,,Column design ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.columndesignaci318_19,0,,HWSNE,GT,,00502,USD,4.86,20.434000,MXN,99.31,,,4992140864565314884,Yes,,
GPA.3382-7285-4658-99214,"May 1, 2022",8:22:41 PM PDT,,Google fee,,Column design ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.columndesignaci318_19,0,,HWSNE,GT,,00502,USD,-0.73,20.434000,MXN,-14.92,,,4992140864565314884,Yes,15,
GPA.3382-7285-4658-99214,"May 1, 2022",8:22:41 PM PDT,Mexico VAT,Tax,,Column design ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.columndesignaci318_19,0,,HWSNE,GT,,00502,USD,-0.12,20.434000,MXN,-2.39,,,4992140864565314884,Yes,,
GPA.3382-7285-4658-99214,"May 1, 2022",8:29:57 PM PDT,,Charge refund,Full,Column design ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.columndesignaci318_19,0,,HWSNE,GT,,00502,USD,-4.86,20.434000,MXN,-99.31,,,4992140864565314884,Yes,,
GPA.3382-7285-4658-99214,"May 1, 2022",8:29:57 PM PDT,,Google fee refund,Full,Column design ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.columndesignaci318_19,0,,HWSNE,GT,,00502,USD,0.73,20.434000,MXN,14.92,,,4992140864565314884,Yes,15,
GPA.3382-7285-4658-99214,"May 1, 2022",8:29:57 PM PDT,Mexico VAT,Tax refund,Full,Column design ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.columndesignaci318_19,0,,HWSNE,GT,,00502,USD,0.12,20.434000,MXN,2.39,,,4992140864565314884,Yes,,
GPA.3384-6405-4242-04567,"May 3, 2022",8:51:23 PM PDT,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,beyond0,CO,,111221,COP,19500,0.005034,MXN,98.15,,,4992140864565314884,Yes,,
GPA.3384-6405-4242-04567,"May 3, 2022",8:51:23 PM PDT,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,beyond0,CO,,111221,COP,-2925,0.005034,MXN,-14.72,,,4992140864565314884,Yes,15,
GPA.3384-6405-4242-04567,"May 3, 2022",8:51:23 PM PDT,Mexico VAT,Tax,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,beyond0,CO,,111221,COP,-469,0.005034,MXN,-2.36,,,4992140864565314884,Yes,,
GPA.3384-6405-4242-04567,"May 3, 2022",8:57:28 PM PDT,,Charge refund,Full,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,beyond0,CO,,111221,COP,-19500,0.005034,MXN,-98.15,,,4992140864565314884,Yes,,
