Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan ID,Offer ID
GPA.3327-5245-2524-47199,"Oct 9, 2021",6:08:40 PM PDT,,Charge,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,a7y18lte,PE,,,PEN,13.99,5.064700,MXN,70.86,,
GPA.3327-5245-2524-47199,"Oct 9, 2021",6:08:40 PM PDT,,Google fee,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,a7y18lte,PE,,,PEN,-2.10,5.064700,MXN,-10.64,,
GPA.3327-5245-2524-47199,"Oct 9, 2021",6:08:40 PM PDT,Mexico VAT,Tax,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,a7y18lte,PE,,,MXN,-1.70,1.000000,MXN,-1.70,,
GPA.3383-7933-8050-07952,"Oct 12, 2021",7:43:12 PM PDT,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,a70q,MX,,24800,MXN,75.00,1.000000,MXN,75.00,,
GPA.3383-7933-8050-07952,"Oct 12, 2021",7:43:12 PM PDT,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,a70q,MX,,24800,MXN,-11.25,1.000000,MXN,-11.25,,
GPA.3383-7933-8050-07952,"Oct 12, 2021",7:43:12 PM PDT,Mexico VAT,Tax,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,a70q,MX,,24800,MXN,-1.80,1.000000,MXN,-1.80,,
GPA.3345-5546-2973-88159,"Oct 16, 2021",6:57:41 AM PDT,,Charge,,Column design ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.columndesignaci318_19,0,,gtaxllte,ES,CÁDIZ,11540,EUR,2.73,23.577000,MXN,64.37,,
GPA.3358-8701-0134-33712,"Oct 16, 2021",6:59:21 AM PDT,,Charge,,Diseño de columnas ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.disenodecolumnasaci318_19,0,,gtaxllte,ES,CÁDIZ,11540,EUR,2.24,23.577000,MXN,52.81,,
GPA.3328-2957-4882-36799,"Oct 18, 2021",10:26:51 PM PDT,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWYAL,MX,MÉX.,52360,MXN,75.00,1.000000,MXN,75.00,,
GPA.3328-2957-4882-36799,"Oct 18, 2021",10:26:51 PM PDT,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWYAL,MX,MÉX.,52360,MXN,-11.25,1.000000,MXN,-11.25,,
GPA.3328-2957-4882-36799,"Oct 18, 2021",10:26:51 PM PDT,Mexico VAT,Tax,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWYAL,MX,MÉX.,52360,MXN,-1.80,1.000000,MXN,-1.80,,
GPA.3328-2957-4882-36799,"Oct 18, 2021",10:37:56 PM PDT,,Charge refund,Full,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWYAL,MX,MÉX.,52360,MXN,-75.00,1.000000,MXN,-75.00,,
GPA.3328-2957-4882-36799,"Oct 18, 2021",10:37:56 PM PDT,,Google fee refund,Full,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWYAL,MX,MÉX.,52360,MXN,11.25,1.000000,MXN,11.25,,
GPA.3328-2957-4882-36799,"Oct 18, 2021",10:37:56 PM PDT,Mexico VAT,Tax refund,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,HWYAL,MX,MÉX.,52360,MXN,1.80,1.000000,MXN,1.80,,
GPA.3318-3880-4829-65041,"Oct 19, 2021",7:15:29 PM PDT,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,ginkgo,MX,,73900,MXN,75.00,1.000000,MXN,75.00,,
GPA.3318-3880-4829-65041,"Oct 19, 2021",7:15:29 PM PDT,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,ginkgo,MX,,73900,MXN,-11.25,1.000000,MXN,-11.25,,
GPA.3318-3880-4829-65041,"Oct 19, 2021",7:15:29 PM PDT,Mexico VAT,Tax,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,ginkgo,MX,,73900,MXN,-1.80,1.000000,MXN,-1.80,,
GPA.3333-4237-9862-73704,"Oct 28, 2021",1:17:36 AM PDT,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,gta4lwifi,MX,,55980,MXN,75.00,1.000000,MXN,75.00,,
GPA.3333-4237-9862-73704,"Oct 28, 2021",1:17:36 AM PDT,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,gta4lwifi,MX,,55980,MXN,-11.25,1.000000,MXN,-11.25,,
GPA.3333-4237-9862-73704,"Oct 28, 2021",1:17:36 AM PDT,Mexico VAT,Tax,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,gta4lwifi,MX,,55980,MXN,-1.80,1.000000,MXN,-1.80,,
