Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan ID,Offer ID,Group ID,First USD 1M Eligible,Service Fee %,Fee Description,Promotion ID
GPA.3389-4321-2155-14856,"Jul 2, 2022",9:21:45 AM PDT,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,lancelot,MX,,61600,MXN,99.00,1.000000,MXN,99.00,,,4992140864565314884,Yes,,,
GPA.3389-4321-2155-14856,"Jul 2, 2022",9:21:45 AM PDT,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,lancelot,MX,,61600,MXN,-14.85,1.000000,MXN,-14.85,,,4992140864565314884,Yes,15,,
GPA.3389-4321-2155-14856,"Jul 2, 2022",9:21:45 AM PDT,Mexico VAT,Tax,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,lancelot,MX,,61600,MXN,-2.38,1.000000,MXN,-2.38,,,4992140864565314884,Yes,,,
GPA.3368-5865-0469-28452,"Jul 5, 2022",9:53:15 AM PDT,,Charge,,Diseño de columnas ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.disenodecolumnasaci318_19,0,,beyond0,CO,,111221,COP,19500,0.004842,MXN,94.41,,,4992140864565314884,Yes,,,
GPA.3368-5865-0469-28452,"Jul 5, 2022",9:53:15 AM PDT,,Google fee,,Diseño de columnas ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.disenodecolumnasaci318_19,0,,beyond0,CO,,111221,COP,-2925,0.004842,MXN,-14.16,,,4992140864565314884,Yes,15,,
GPA.3368-5865-0469-28452,"Jul 5, 2022",9:53:15 AM PDT,Mexico VAT,Tax,,Diseño de columnas ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.disenodecolumnasaci318_19,0,,beyond0,CO,,111221,COP,-467,0.004842,MXN,-2.26,,,4992140864565314884,Yes,,,
GPA.3391-2807-6128-35715,"Jul 9, 2022",11:02:56 AM PDT,,Charge,,Diseño de columnas ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.disenodecolumnasaci318_19,0,,a22x,BO,,,BOB,32.99,2.970400,MXN,97.99,,,4992140864565314884,Yes,,,
GPA.3391-2807-6128-35715,"Jul 9, 2022",11:02:56 AM PDT,,Google fee,,Diseño de columnas ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.disenodecolumnasaci318_19,0,,a22x,BO,,,BOB,-4.95,2.970400,MXN,-14.70,,,4992140864565314884,Yes,15,,
GPA.3391-2807-6128-35715,"Jul 9, 2022",11:02:56 AM PDT,Mexico VAT,Tax,,Diseño de columnas ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.disenodecolumnasaci318_19,0,,a22x,BO,,,BOB,-0.79,2.970400,MXN,-2.35,,,4992140864565314884,Yes,,,
GPA.3332-1490-0794-71962,"Jul 9, 2022",7:26:01 PM PDT,,Charge,,Columnas circulares NTC - 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnascircularesmexico,0,,RE879EL1,CO,,111221,COP,19500,0.004647,MXN,90.61,,,4992140864565314884,Yes,,,
