Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan ID,Offer ID,Group ID,First USD 1M Eligible,Service Fee %,Fee Description,Promotion ID
GPA.3332-1490-0794-71962,"Jul 9, 2022",7:26:01 PM PDT,,Google fee,,Columnas circulares NTC - 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnascircularesmexico,0,,RE879EL1,CO,,111221,COP,-2925,0.004647,MXN,-13.59,,,4992140864565314884,Yes,15,,
GPA.3332-1490-0794-71962,"Jul 9, 2022",7:26:01 PM PDT,Mexico VAT,Tax,,Columnas circulares NTC - 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnascircularesmexico,0,,RE879EL1,CO,,111221,COP,-469,0.004647,MXN,-2.18,,,4992140864565314884,Yes,,,
GPA.3350-5745-0590-16595,"Jul 20, 2022",8:46:44 AM PDT,,Charge,,Diseño de columnas NTC - 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,odessa,MX,,54150,MXN,99.00,1.000000,MXN,99.00,,,4992140864565314884,Yes,,,
GPA.3350-5745-0590-16595,"Jul 20, 2022",8:46:44 AM PDT,,Google fee,,Diseño de columnas NTC - 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,odessa,MX,,54150,MXN,-14.85,1.000000,MXN,-14.85,,,4992140864565314884,Yes,15,,
GPA.3350-5745-0590-16595,"Jul 20, 2022",8:46:44 AM PDT,Mexico VAT,Tax,,Diseño de columnas NTC - 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,odessa,MX,,54150,MXN,-2.37,1.000000,MXN,-2.37,,,4992140864565314884,Yes,,,
GPA.3342-0490-7002-74520,"Jul 20, 2022",8:47:32 AM PDT,,Charge,,Diseño de vigas NTC RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,odessa,MX,,54150,MXN,99.00,1.000000,MXN,99.00,,,4992140864565314884,Yes,,,
GPA.3342-0490-7002-74520,"Jul 20, 2022",8:47:32 AM PDT,,Google fee,,Diseño de vigas NTC RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,odessa,MX,,54150,MXN,-14.85,1.000000,MXN,-14.85,,,4992140864565314884,Yes,15,,
GPA.3342-0490-7002-74520,"Jul 20, 2022",8:47:32 AM PDT,Mexico VAT,Tax,,Diseño de vigas NTC RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,odessa,MX,,54150,MXN,-2.38,1.000000,MXN,-2.38,,,4992140864565314884,Yes,,,
GPA.3382-7138-0961-60015,"Jul 22, 2022",8:16:38 AM PDT,,Charge,,Diseño de vigas NTC RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,angelica,MX,OAX.,71328,MXN,99.00,1.000000,MXN,99.00,,,4992140864565314884,Yes,,,
GPA.3382-7138-0961-60015,"Jul 22, 2022",8:16:38 AM PDT,,Google fee,,Diseño de vigas NTC RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,angelica,MX,OAX.,71328,MXN,-14.85,1.000000,MXN,-14.85,,,4992140864565314884,Yes,15,,
GPA.3382-7138-0961-60015,"Jul 22, 2022",8:16:38 AM PDT,Mexico VAT,Tax,,Diseño de vigas NTC RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,angelica,MX,OAX.,71328,MXN,-2.37,1.000000,MXN,-2.37,,,4992140864565314884,Yes,,,
GPA.3383-9502-4293-32570,"Jul 22, 2022",8:22:50 AM PDT,,Charge,,Diseño de columnas NTC - 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,angelica,MX,OAX.,71328,MXN,99.00,1.000000,MXN,99.00,,,4992140864565314884,Yes,,,
GPA.3383-9502-4293-32570,"Jul 22, 2022",8:22:50 AM PDT,,Google fee,,Diseño de columnas NTC - 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,angelica,MX,OAX.,71328,MXN,-14.85,1.000000,MXN,-14.85,,,4992140864565314884,Yes,15,,
GPA.3383-9502-4293-32570,"Jul 22, 2022",8:22:50 AM PDT,Mexico VAT,Tax,,Diseño de columnas NTC - 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,angelica,MX,OAX.,71328,MXN,-2.38,1.000000,MXN,-2.38,,,4992140864565314884,Yes,,,
GPA.3303-3193-1130-87860,"Jul 22, 2022",8:24:44 AM PDT,,Charge,,Columnas circulares NTC - 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnascircularesmexico,0,,angelica,MX,OAX.,71328,MXN,99.00,1.000000,MXN,99.00,,,4992140864565314884,Yes,,,
GPA.3303-3193-1130-87860,"Jul 22, 2022",8:24:44 AM PDT,,Google fee,,Columnas circulares NTC - 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnascircularesmexico,0,,angelica,MX,OAX.,71328,MXN,-14.85,1.000000,MXN,-14.85,,,4992140864565314884,Yes,15,,
GPA.3303-3193-1130-87860,"Jul 22, 2022",8:24:44 AM PDT,Mexico VAT,Tax,,Columnas circulares NTC - 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnascircularesmexico,0,,angelica,MX,OAX.,71328,MXN,-2.38,1.000000,MXN,-2.38,,,4992140864565314884,Yes,,,
