Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan ID,Offer ID,Group ID,First USD 1M Eligible,Service Fee %,Fee Description,Promotion ID
GPA.3340-3139-8967-49557,"Oct 17, 2022",11:10:00 AM PDT,,Google fee,,Diseño de vigas NTC RSEE 2021,com.vigas.luiscantero.disenodevigasmexico,0,,a32,MX,,29130,MXN,-14.85,1.000000,MXN,-14.85,,,4992140864565314884,Yes,15,,
GPA.3340-3139-8967-49557,"Oct 17, 2022",11:10:00 AM PDT,Mexico VAT,Tax,,Diseño de vigas NTC RSEE 2021,com.vigas.luiscantero.disenodevigasmexico,0,,a32,MX,,29130,MXN,-2.38,1.000000,MXN,-2.38,,,4992140864565314884,Yes,,,
GPA.3362-8136-9928-25452,"Oct 18, 2022",5:04:11 PM PDT,,Charge,,Diseño de vigas NTC RSEE 2021,com.vigas.luiscantero.disenodevigasmexico,0,,a30,MX,,54090,MXN,99.00,1.000000,MXN,99.00,,,4992140864565314884,Yes,,,
GPA.3362-8136-9928-25452,"Oct 18, 2022",5:04:11 PM PDT,,Google fee,,Diseño de vigas NTC RSEE 2021,com.vigas.luiscantero.disenodevigasmexico,0,,a30,MX,,54090,MXN,-14.85,1.000000,MXN,-14.85,,,4992140864565314884,Yes,15,,
GPA.3362-8136-9928-25452,"Oct 18, 2022",5:04:11 PM PDT,Mexico VAT,Tax,,Diseño de vigas NTC RSEE 2021,com.vigas.luiscantero.disenodevigasmexico,0,,a30,MX,,54090,MXN,-2.38,1.000000,MXN,-2.38,,,4992140864565314884,Yes,,,
GPA.3375-3542-0329-70146,"Oct 21, 2022",9:49:46 AM PDT,,Charge,,Diseño de vigas NTC RSEE 2021,com.vigas.luiscantero.disenodevigasmexico,0,,lima,MX,,68820,MXN,99.00,1.000000,MXN,99.00,,,4992140864565314884,Yes,,,
GPA.3375-3542-0329-70146,"Oct 21, 2022",9:49:46 AM PDT,,Google fee,,Diseño de vigas NTC RSEE 2021,com.vigas.luiscantero.disenodevigasmexico,0,,lima,MX,,68820,MXN,-14.85,1.000000,MXN,-14.85,,,4992140864565314884,Yes,15,,
GPA.3375-3542-0329-70146,"Oct 21, 2022",9:49:46 AM PDT,Mexico VAT,Tax,,Diseño de vigas NTC RSEE 2021,com.vigas.luiscantero.disenodevigasmexico,0,,lima,MX,,68820,MXN,-2.38,1.000000,MXN,-2.38,,,4992140864565314884,Yes,,,
GPA.3375-8673-2299-45195,"Oct 21, 2022",7:51:41 PM PDT,,Charge,,Diseño de columnas NTC - 2021,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,a51,MX,,91900,MXN,99.00,1.000000,MXN,99.00,,,4992140864565314884,Yes,,,
GPA.3375-8673-2299-45195,"Oct 21, 2022",7:51:41 PM PDT,,Google fee,,Diseño de columnas NTC - 2021,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,a51,MX,,91900,MXN,-14.85,1.000000,MXN,-14.85,,,4992140864565314884,Yes,15,,
GPA.3375-8673-2299-45195,"Oct 21, 2022",7:51:41 PM PDT,Mexico VAT,Tax,,Diseño de columnas NTC - 2021,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,a51,MX,,91900,MXN,-2.37,1.000000,MXN,-2.37,,,4992140864565314884,Yes,,,
GPA.3361-2989-5229-45716,"Oct 26, 2022",5:26:52 PM PDT,,Charge,,Diseño de Columnas ACI 318 19,com.ingenieriacivilmexico.luiscantero.disenodecolumnasaci318_19,0,,HWANE,MX,,76318,MXN,99.00,1.000000,MXN,99.00,,,4992140864565314884,Yes,,,
GPA.3361-2989-5229-45716,"Oct 26, 2022",5:26:52 PM PDT,,Google fee,,Diseño de Columnas ACI 318 19,com.ingenieriacivilmexico.luiscantero.disenodecolumnasaci318_19,0,,HWANE,MX,,76318,MXN,-14.85,1.000000,MXN,-14.85,,,4992140864565314884,Yes,15,,
GPA.3361-2989-5229-45716,"Oct 26, 2022",5:26:52 PM PDT,Mexico VAT,Tax,,Diseño de Columnas ACI 318 19,com.ingenieriacivilmexico.luiscantero.disenodecolumnasaci318_19,0,,HWANE,MX,,76318,MXN,-2.38,1.000000,MXN,-2.38,,,4992140864565314884,Yes,,,
GPA.3373-3549-6555-05074,"Oct 26, 2022",5:27:39 PM PDT,,Charge,,Diseño de vigas ACI 318 - 19,com.vigas.luiscantero.disenodevigasaci318_19,0,,HWANE,MX,,76318,MXN,99.00,1.000000,MXN,99.00,,,4992140864565314884,Yes,,,
GPA.3373-3549-6555-05074,"Oct 26, 2022",5:27:39 PM PDT,,Google fee,,Diseño de vigas ACI 318 - 19,com.vigas.luiscantero.disenodevigasaci318_19,0,,HWANE,MX,,76318,MXN,-14.85,1.000000,MXN,-14.85,,,4992140864565314884,Yes,15,,
GPA.3373-3549-6555-05074,"Oct 26, 2022",5:27:39 PM PDT,Mexico VAT,Tax,,Diseño de vigas ACI 318 - 19,com.vigas.luiscantero.disenodevigasaci318_19,0,,HWANE,MX,,76318,MXN,-2.37,1.000000,MXN,-2.37,,,4992140864565314884,Yes,,,
GPA.3327-2310-7386-43178,"Oct 30, 2022",4:30:09 PM PDT,,Charge,,Beam design ACI 318 - 19,com.vigas.luiscantero.beamdesignaci318_19,0,,TECNO-CG6,LR,,,USD,5.00,19.820000,MXN,99.10,,,4992140864565314884,Yes,,,
GPA.3327-2310-7386-43178,"Oct 30, 2022",4:30:09 PM PDT,,Google fee,,Beam design ACI 318 - 19,com.vigas.luiscantero.beamdesignaci318_19,0,,TECNO-CG6,LR,,,USD,-0.75,19.820000,MXN,-14.87,,,4992140864565314884,Yes,15,,
