Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan ID,Offer ID
GPA.3333-5210-1247-44180,"Dec 18, 2021",8:09:13 PM PST,Mexico VAT,Tax,,Diseño de columnas ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.disenodecolumnasaci318_19,0,,HWANE,MX,,40880,MXN,-1.80,1.000000,MXN,-1.80,,
GPA.3372-6187-9900-08094,"Dec 19, 2021",2:07:29 PM PST,,Charge,,Column design ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.columndesignaci318_19,0,,x1s,SV,San Salvador,,USD,3.49,20.777000,MXN,72.51,,
GPA.3372-6187-9900-08094,"Dec 19, 2021",2:07:29 PM PST,,Google fee,,Column design ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.columndesignaci318_19,0,,x1s,SV,San Salvador,,USD,-0.52,20.777000,MXN,-10.80,,
GPA.3372-6187-9900-08094,"Dec 19, 2021",2:07:29 PM PST,Mexico VAT,Tax,,Column design ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.columndesignaci318_19,0,,x1s,SV,San Salvador,,MXN,-1.73,1.000000,MXN,-1.73,,
GPA.3349-1490-9041-29501,"Dec 21, 2021",7:39:31 AM PST,,Charge,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,a71,MX,,96380,MXN,75.00,1.000000,MXN,75.00,,
GPA.3349-1490-9041-29501,"Dec 21, 2021",7:39:31 AM PST,,Google fee,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,a71,MX,,96380,MXN,-11.25,1.000000,MXN,-11.25,,
GPA.3349-1490-9041-29501,"Dec 21, 2021",7:39:31 AM PST,Mexico VAT,Tax,,Diseño de vigas reticulares NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.viga_reticular,0,,a71,MX,,96380,MXN,-1.80,1.000000,MXN,-1.80,,
GPA.3340-7094-3538-76353,"Dec 24, 2021",5:23:58 AM PST,,Charge,,Diseño de columnas ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.disenodecolumnasaci318_19,0,,a03s,CO,,050012,COP,14000.00,0.005154,MXN,72.15,,
GPA.3340-7094-3538-76353,"Dec 24, 2021",5:23:58 AM PST,,Google fee,,Diseño de columnas ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.disenodecolumnasaci318_19,0,,a03s,CO,,050012,COP,-2100.00,0.005154,MXN,-10.82,,
GPA.3340-7094-3538-76353,"Dec 24, 2021",5:23:58 AM PST,Mexico VAT,Tax,,Diseño de columnas ACI 318 - 19,com.ingenieriacivilmexico.luiscantero.disenodecolumnasaci318_19,0,,a03s,CO,,050012,MXN,-1.73,1.000000,MXN,-1.73,,
GPA.3374-9383-0640-78113,"Dec 24, 2021",7:05:27 AM PST,,Charge,,Diseño de vigas ACI 318 - 19,com.vigas.luiscantero.disenodevigasaci318_19,0,,a03s,CO,,050012,COP,14000.00,0.005146,MXN,72.04,,
GPA.3374-9383-0640-78113,"Dec 24, 2021",7:05:27 AM PST,,Google fee,,Diseño de vigas ACI 318 - 19,com.vigas.luiscantero.disenodevigasaci318_19,0,,a03s,CO,,050012,COP,-2100.00,0.005146,MXN,-10.81,,
GPA.3374-9383-0640-78113,"Dec 24, 2021",7:05:27 AM PST,Mexico VAT,Tax,,Diseño de vigas ACI 318 - 19,com.vigas.luiscantero.disenodevigasaci318_19,0,,a03s,CO,,050012,MXN,-1.73,1.000000,MXN,-1.73,,
