Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
GPA.3390-3295-2356-62843,"Feb 7, 2021",2:47:55 PM PST,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,grus,EC,,,USD,3.49,20.120000,MXN,70.22
GPA.3390-3295-2356-62843,"Feb 7, 2021",2:47:55 PM PST,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,grus,EC,,,USD,-1.05,20.120000,MXN,-21.13
GPA.3390-3295-2356-62843,"Feb 7, 2021",2:47:55 PM PST,Mexico VAT,Tax,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,grus,EC,,,MXN,-3.38,1.000000,MXN,-3.38
GPA.3332-8601-8827-55136,"Feb 9, 2021",11:08:39 AM PST,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,channel,MX,,58330,MXN,69.00,1.000000,MXN,69.00
GPA.3332-8601-8827-55136,"Feb 9, 2021",11:08:39 AM PST,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,channel,MX,,58330,MXN,-20.70,1.000000,MXN,-20.70
GPA.3332-8601-8827-55136,"Feb 9, 2021",11:08:39 AM PST,Mexico VAT,Tax,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,channel,MX,,58330,MXN,-3.31,1.000000,MXN,-3.31
GPA.3324-3540-7682-79914,"Feb 13, 2021",8:39:36 PM PST,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,a50,MX,MICH.,58080,MXN,69.00,1.000000,MXN,69.00
GPA.3324-3540-7682-79914,"Feb 13, 2021",8:39:36 PM PST,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,a50,MX,MICH.,58080,MXN,-20.70,1.000000,MXN,-20.70
GPA.3324-3540-7682-79914,"Feb 13, 2021",8:39:36 PM PST,Mexico VAT,Tax,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,a50,MX,MICH.,58080,MXN,-3.31,1.000000,MXN,-3.31
GPA.3377-3269-5410-25428,"Feb 17, 2021",11:10:59 AM PST,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,taimen,TH,,52220,THB,100.00,0.671340,MXN,67.13
GPA.3377-3269-5410-25428,"Feb 17, 2021",11:10:59 AM PST,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,taimen,TH,,52220,THB,-30.00,0.671340,MXN,-20.14
GPA.3377-3269-5410-25428,"Feb 17, 2021",11:11:06 AM PST,,Charge refund,Full,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,taimen,TH,,52220,THB,-100.00,0.671340,MXN,-67.13
GPA.3377-3269-5410-25428,"Feb 17, 2021",11:11:06 AM PST,,Google fee refund,Full,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,taimen,TH,,52220,THB,30.00,0.671340,MXN,20.14
