Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
GPA.3311-4455-8773-02204,"Jul 2, 2018",1:34:12 PM PDT,,Charge,,Diseño de columnas circulares NTC - DF 2004,com.ingenieriacivilmexico.luiscantero.disenodecolumnascircularesmexico,0,,SCV33,JP,,5560028,JPY,130.00,0.180890,MXN,23.52
GPA.3311-4455-8773-02204,"Jul 2, 2018",1:34:12 PM PDT,,Google fee,,Diseño de columnas circulares NTC - DF 2004,com.ingenieriacivilmexico.luiscantero.disenodecolumnascircularesmexico,0,,SCV33,JP,,5560028,JPY,-39.00,0.180890,MXN,-7.05
GPA.3328-4142-6895-55612,"Jul 2, 2018",6:26:40 PM PDT,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,F5321,MX,,75768,MXN,22.00,1.000000,MXN,22.00
GPA.3328-4142-6895-55612,"Jul 2, 2018",6:26:40 PM PDT,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,F5321,MX,,75768,MXN,-6.60,1.000000,MXN,-6.60
GPA.3362-0548-2156-03795,"Jul 2, 2018",6:28:22 PM PDT,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,F5321,MX,,75768,MXN,22.00,1.000000,MXN,22.00
GPA.3362-0548-2156-03795,"Jul 2, 2018",6:28:22 PM PDT,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,F5321,MX,,75768,MXN,-6.60,1.000000,MXN,-6.60
GPA.3316-5119-0319-91441,"Jul 2, 2018",9:18:15 PM PDT,,Charge,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,gt5note8wifi,MX,DGO,34279,MXN,22.00,1.000000,MXN,22.00
GPA.3316-5119-0319-91441,"Jul 2, 2018",9:18:15 PM PDT,,Google fee,,Diseño de vigas NTC - RSEE 2017,com.vigas.luiscantero.disenodevigasmexico,0,,gt5note8wifi,MX,DGO,34279,MXN,-6.60,1.000000,MXN,-6.60
GPA.3367-7061-6030-96409,"Jul 3, 2018",9:43:12 PM PDT,,Charge,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,oxygen,MX,,97160,MXN,22.00,1.000000,MXN,22.00
GPA.3367-7061-6030-96409,"Jul 3, 2018",9:43:12 PM PDT,,Google fee,,Diseño de columnas NTC - RSEE 2017,com.ingenieriacivilmexico.luiscantero.disenodecolumnasmexico,0,,oxygen,MX,,97160,MXN,-6.60,1.000000,MXN,-6.60
